word,count,entity
santilla chingaipe,1,PERSON
april,1,
black,1,
books.clarke,1,
verse novel,1,
writing,1,
hate,4,
race ],2,
painful memories,1,
've forgotten,1,
end [,1,
'ok …,1,
clarke,15,PERSON
says.one childhood,1,
hate,4,
'it fine,1,
ultimate moment,1,
big world,4,ORG
hachette,2,ORG
morley muse,1,PERSON
facebook,2,PERSON
youth offenders,2,
african heritage,1,
local community,2,
so-called human beings,1,
own child,1,
australia,4,GPE
research engineer,1,
black people,1,
facebook,2,PERSON
] group,1,
australia,4,GPE
nigeria,1,GPE
prime,1,
australian,2,NORP
australian,2,NORP
page administrator,1,
melbourne,4,GPE
serious crimes,1,
small group,1,
repeat youth offenders,1,
sudanese,4,NORP
sudanese,4,NORP
heritage.the calls,1,
vigilante justice,1,
ms muse,1,
husband,1,
bode muse,1,PERSON
community meeting,1,
would-be vigilantes,1,
own community face-to-face.he,1,
extensive media coverage,1,
african migrant backgrounds,1,
people minds,1,
african teens,1,
n't blame,1,
media ],2,
african australian,1,NORP
cook,1,
melbourne,4,GPE
common ground,1,
complex issue,1,
amongst,1,GPE
24-year-old writer,1,
tier ataing,1,WORK_OF_ART
sudan,3,GPE
australia,4,GPE
whenever,1,
white people,1,
certain way,1,
media ],2,
right,1,
're monsters,3,
're monsters,3,
're monsters,3,
heroes shine,1,
tier,1,PERSON
young people,1,
things deteriorate,1,
n't matter,1,
bad things,1,
good things,1,
'good job,1,
sad thing,1,
sudanese,4,NORP
sudan,3,GPE
australia.also,1,
dr mimmie claudine ngum chi watts,1,
public health researcher,1,
victoria,2,GPE
multicultural commissioners.she,1,
youth offenders,2,
australia,4,GPE
sudan,3,GPE
melbourne,4,GPE
mother wombs,1,
sudanese,4,NORP
australian,1,NORP
room citizenship,1,
inclusive approach,1,
inspector marty allison,1,
wyndham,1,
local area command,1,
local community,2,
online vigilante activists,1,
particular issues,1,
whole-of-community solution,1,
definitely,1,
social media,1,
term 'keyboard cowboys,1,
victoria,2,GPE
taskforce wayward,1,PERSON
melbourne,4,GPE
western suburbs.inspector,1,
allison,1,PERSON
overall crime,1,
male offenders,1,
mainly,1,
african descent,1,
anglo australian,1,
muse,1,
hot topics,1,
common agreement,1,
african-australian,3,NORP
melbourne,3,GPE
young people,2,
rogue criminal elements,1,
melbourne,3,GPE
street gangs.the issue,1,
prime,1,
malcolm turnbull,1,PERSON
daniel andrews,1,PERSON
gang violence,1,
yesterday,1,DATE
peter dutton,1,PERSON
melburnians,1,NORP
gang crime,1,
people [,1,
melbourne,3,GPE
night time,1,
home invasions,1,
mr dutton,2,PERSON
sydney,1,GPE
radio.a spokeswoman,1,
african australian communities,1,
forum,1,
aaclf,1,
zione walker-nthenda,1,PERSON
youth crime,1,
african-australian,3,NORP
media sensationalism,1,
ms walker-nthenda,1,WORK_OF_ART
young people,2,
antisocial behaviour,1,
difficult issues,1,
positive stories,1,
african-australian,3,NORP
victoria,2,GPE
crime,1,
statistics,1,
agency shows,1,
sudanese,1,NORP
kenyan-born,1,
crime categories.sudanese-born offenders,1,
victoria,2,GPE
years later.however,1,
victorian,1,NORP
australia,1,GPE
zealand,1,
sudan,1,GPE
kenya,1,GPE
lisa neville,1,PERSON
mr dutton,2,PERSON
restaurant comment,1,
.the comment,1,
social media,1,
restaurant meals,1,
hashtag #,1,
melbournebitesback,1,PRODUCT
twitter,1,GPE
short-stay apartment,2,
melbourne,2,GPE
cbd,1,
young people.laa,1,
chol,1,
pakenham,1,ORG
melbourne,2,GPE
outer south-east,1,
early hours,1,
serious injuries,1,
eq tower,1,ORG
a'beckett,1,
emergency,1,
ms chol,3,PERSON
19-year-old death.messages,1,
facebook,1,PERSON
ms chol,3,PERSON
young people,1,
short-stay apartment,2,
tower 56th floor.victoria,1,
commander tim hansen,1,
fatal assault,1,
chaotic scene,1,
hansen,2,PERSON
late teens,1,
early twenties,1,
african-australian,1,NORP
ms chol,3,PERSON
hansen,2,PERSON
cctv,1,ORG
homicide,1,
squad detectives,1,
contact crime,1,
stoppers,1,
kur thiek,1,
bit nervous,2,
victoria,8,GPE
narre warren,1,
station south-east,1,
melbourne,2,GPE
bit nervous,2,
thiek,7,PERSON
victoria police.the,1,
sudan,1,GPE
years ago.over,1,
african-born,1,
police officers,4,
large percentage,1,
africa,2,LOC
thiek,7,PERSON
african,4,NORP
police officers,4,
victoria,8,GPE
iglay dangassat,1,
congo,2,GPE
melbourne,2,GPE
different backgrounds,1,
especially,1,
african/australian,1,
african,4,NORP
crime gangs,1,
victoria,8,GPE
police officers,4,
police officers,4,
african,4,NORP
commander glenn weir,1,
victoria,8,GPE
people,1,
development command,1,
diverse police force.he oversees,1,
applicant attraction team,1,
potential recruits,1,
selection process,1,
african communities,1,
victoria,8,GPE
psychological evaluations,1,
panel interviews,1,
thiek,7,PERSON
agility test,1,
victoria,8,GPE
african,4,NORP
english,1,LANGUAGE
language skills,1,
essential criterion,1,
countries — part,1,
instability … law enforcement agencies,1,
thiek,7,PERSON
weir,1,PERSON
policing,1,
dangassat,2,ORG
negative perception,1,
africa,2,LOC
congo,2,GPE
constables dangassat,1,PERSON
thiek,7,PERSON
protective,1,
officers,1,
psos,4,
police force.they,1,
valuable training ground,1,
police career — learning,1,
thiek,7,PERSON
learned,1,
dangassat,2,ORG
commander weir,2,
psos,4,
victoria,8,GPE
diverse communities,1,
psos,4,
psos,4,
19-week training program,1,
police officer,1,
great achievement,1,
commander weir,2,
different communities champion,1,
own communities,1,
divvy van,1,
thiek,7,PERSON
day study law,1,
police prosecutor,1,
proud member,1,
victoria,8,GPE
inspire others,1,
sudanese,1,NORP
community …,1,
community —,1,
toowoomba,4,PERSON
christmas,15,DATE
abdul-aziz,1,PERSON
congo,1,GPE
refugee camp,3,
uganda,1,GPE
christmas,15,DATE
africa,2,LOC
n't care,1,
christmas,15,DATE
christmas,15,DATE
christmas,15,DATE
zainabu,1,PERSON
special gifts,1,
small wish-list,1,
remote control car,1,
australian christmas,1,
rana,4,PERSON
dawood,1,GPE
jordan,1,GPE
iraq,2,GPE
maryam,1,PERSON
sarah,1,
australia,2,GPE
beautiful place,1,
rana,4,PERSON
christmas,15,DATE
christmas,15,DATE
christmas,15,DATE
iraq,2,GPE
october,1,DATE
christmas,15,DATE
christmas,15,DATE
st vincents,1,FAC
rana,4,PERSON
christmas day,2,DATE
rana,4,PERSON
schadrach,2,PERSON
riziki,2,PERSON
aaron,1,PERSON
rachel,1,PERSON
samuel,1,PERSON
refugee camp,3,
malawi,1,PERSON
toowoomba,4,PERSON
different families,1,
christian brothers,1,
shadrach,1,
christmas,15,DATE
australia,2,GPE
good day,1,
god,1,
family plans,1,
toowoomba,4,PERSON
christmas day,2,DATE
riziki,2,PERSON
oh,1,
schadrach,2,PERSON
big party,1,
grace angar,1,PERSON
toowoomba,4,PERSON
sudan,1,GPE
refugee camp,3,
kenya,1,GPE
africa,2,LOC
christmas,15,DATE
new dress,1,
grace,2,PERSON
peaceful time,1,
quiet time,1,
christmas,15,DATE
christmas,15,DATE
jesus,1,
grace,2,PERSON
christmas,15,DATE
african-australian,1,NORP
january,1,DATE
dramatic,1,
victorian,2,NORP
police officer,2,
african-australian,1,NORP
man.the man,1,
psychotic episode,1,
melbourne,2,PERSON
subsequent internal police investigation,1,
excessive force.the video,1,
separate footage,1,
front yard,1,
welfare check.the videos,1,
victorian,2,NORP
high street,1,FAC
melbourne,2,PERSON
preston.after,1,
bystanders,1,
cctv,2,ORG
age,1,
shows police,1,
police officer,2,
back.the offender,1,
assault charges,1,
jail sentence,1,
violent offenders,1,
man lawyer,2,
standards,3,
victoria,4,GPE
state ,1,
broad-based anti-corruption,1,
ibac,2,ORG
police complaint,1,
accountability processes,1,
assistant commissioner,3,
luke cornelius,1,PERSON
standards,3,
press conference,1,
victoria,4,GPE
ibac,2,ORG
increase transparency,1,
community advocacy groups,1,
police behaviour,1,
assistant commissioner,3,
cornelius,1,PERSON
body-worn cameras,1,
operational police officers,1,
particular cases,1,
man lawyer,2,
natasha wolan,1,PERSON
difficult job,1,
significant facial injuries,1,
police custody,1,
overall complaints system needs review,1,
cctv,2,ORG
client case,1,
victoria,4,GPE
internal investigations unit,1,
standards,3,
assistant commissioner,3,
brett guerin.in february,1,
fake identity,1,
racist rants online,1,
victoria,4,GPE
race relations,1,
panel,1,
tony jones,1,PERSON
john marsden,1,PERSON
maxine beneba clarke,1,PERSON
sofie laguna,1,PERSON
michael mohammed ahmad,1,PERSON
trent dalton.marsden,1,
tomorrow,4,DATE
tomorrow,4,DATE
began,1,
australian,1,NORP
foreign invasion,1,
marsden,3,ORG
australia,5,GPE
seven-book series,1,
australian,1,NORP
foreign power,1,
australia,5,GPE
societal view,1,
own horror,1,
way refugees,1,
australia,5,GPE
earth,1,LOC
awful detention,1,
major political parties,1,
apparent scruples,1,
different position,1,
australia,5,GPE
mohammed ahmad,2,PERSON
lebs,2,PERSON
muslim,1,NORP
sydney,2,GPE
marsden,3,ORG
xenophobia decades,1,
marsden,3,ORG
tomorrow,4,DATE
western suburbs,1,
sydney,2,GPE
tremendous xenophobia,1,
vietnamese-australian,1,
due respect,1,
young people,1,
tomorrow,4,DATE
white nationalist fantasy,1,
white population,1,
indigenous,1,
lebs,2,PERSON
jones,2,PERSON
visceral account,1,
punchbowl,1,
male characters,1,
whole group,1,
jones,2,PERSON
violent characters,1,
mohammed ahmad,2,PERSON
positive story,1,
arabs,1,NORP
muslims,1,NORP
negative stories,1,
antisocial behaviour,1,
hate,2,
biographic novel,1,
african youths,1,
gang members,1,
african,3,NORP
australia,5,GPE
african-australian,2,NORP
choke,1,ORG
fellow panellists,1,
fiction writers,1,
racial divides,1,
australia.laguna,1,
hate,2,
experiences,1,
enormous compassion,1,
clarke,1,PERSON
particular decades,1,
personal kind,1,
writers ],1,
current negative attention,1,
african-australian,2,NORP
cultural phenomenon,1,
african,3,NORP
melbourne,1,PERSON
different group,2,
different group,2,
life —,1,
italian people,1,
asian people,1,
african,3,NORP
aboriginal,1,NORP
sudanese-australian,1,NORP
victoria,4,GPE
african,3,NORP
laa chol,1,PERSON
chol,2,PERSON
serious injuries,1,
56th floor,1,
eq tower,1,ORG
a'beckett,1,
early hours,1,
morning.a 17-year-old boy,1,
assault.her death,1,
african-australian,1,NORP
youth crime,1,
victoria,4,GPE
peter dutton,1,PERSON
gang violence,1,
.last week,1,
prime,2,
malcolm turnbull,1,PERSON
real concern,1,
melbourne,2,GPE
sudanese,7,NORP
mr dutton,2,PERSON
melburnians,1,NORP
restaurants.a series,1,
violent home invasions,1,
recent years,1,DATE
sudanese,7,NORP
community members,2,
widespread discrimination,1,
sudanese-australian,1,NORP
african descent,1,
akuot wundit,1,PERSON
ms chol,5,PERSON
shepparton,3,GPE
victoria,4,GPE
pakenham,1,ORG
melbourne,2,GPE
outer south-east,1,
ms wundit,2,WORK_OF_ART
mr dutton,2,PERSON
comments,1,
subsequent community reaction,1,
ms chol,5,PERSON
kenyan,1,NORP
refugee camp,1,
sudanese,7,NORP
african,3,NORP
gang violence stuff,1,
sudanese,7,NORP
political issue,1,
ms chol,5,PERSON
death,1,
sudanese,7,NORP
shepparton.haroun kafi,1,
clear discriminatory language,1,
media depicts,1,
sudanese,7,NORP
prime,2,
sudanese,7,NORP
victoria,4,GPE
mr kafi,1,PERSON
african,3,NORP
major impact,1,
african families,1,
affects people,1,
community members,2,
shepparton,3,GPE
ms chol,5,PERSON
wundit,1,
whole heart,1,
good heart,1,
ms wundit,2,WORK_OF_ART
close friend,1,
ms chol,5,PERSON
family,1,
antonita kuol,1,PERSON
chol,2,PERSON
st paul,1,
lutheran church choir,1,
shepparton,3,GPE
keen soccer player,1,
laa,1,
happy young lady,1,
sudanese-australian,1,NORP
youth mentor,1,
tribal conflict,1,
senior members,1,
nelly yoa,1,ORG
sudanese,10,NORP
gang members,1,
premier league football clubs,1,
afl,1,ORG
new year day opinion piece,1,
age,1,
sudanese,10,NORP
great harm,1,
melbourne.in,1,
sudanese,10,NORP
community leaders,2,
victorian,1,NORP
media outlets,1,
abc.the,1,
african crime,1,
melbourne,4,GPE
greg hunt,1,PERSON
senior federal cabinet minister,1,
victoria,2,GPE
similar reactions,1,
senior liberals,1,
prime,1,
malcolm turnbull,1,PERSON
peter dutton,1,PERSON
victorians,1,NORP
high-profile crimes,1,
african-australian,1,NORP
airbnb,1,PRODUCT
werribee.but mr yoa,1,
credibility,1,
nelly,1,
richard deng,1,PERSON
sudanese,10,NORP
melbourne,4,GPE
community leaders,2,
unwelcome distraction,1,
melbourne,4,GPE
sudanese,10,NORP
gang violence,1,
mr deng,3,PERSON
mr yoa,5,PERSON
mr deng,3,PERSON
kot manoah,1,PERSON
sudanese,10,NORP
community association,1,
victoria,2,GPE
community leader,1,
community member,1,
mr yoa,5,PERSON
personal vendetta,1,
sudanese,10,NORP
melbourne,4,GPE
south-eastern suburbs,1,
abc,1,ORG
mr yoa,5,PERSON
mr yoa,5,PERSON
current dispute,1,
old tribal conflict,1,
sudanese,10,NORP
western suburb [ s ],1,
dinka,1,GPE
sudanese,10,NORP
eastern suburbs,1,
nuer,1,
current situation,1,
sudan,1,GPE
mr deng,3,PERSON
mr yoa,5,PERSON
sudanese,10,NORP
community organisations,1,
contact community leaders,1,
sudanese,6,NORP
australia,3,GPE
africa,2,LOC
youth crime rates,1,
desperate,1,
kenya,1,GPE
uganda,2,GPE
melbourne,1,PERSON
young people,3,
kot monoah,1,PERSON
sudanese,6,NORP
victoria.the,1,
recent rise,1,
young people,3,
home invasions,1,
apex,1,PERSON
sudanese,6,NORP
mading,1,
kampala,1,GPE
drug problems,2,
situation [,1,
] kids,1,
australia,3,GPE
african children,1,
ms mading,2,WORK_OF_ART
australian,2,NORP
rebecca,2,PERSON
uganda,2,GPE
drug problems,2,
adult child,1,
own kids,1,
kids ],1,
rebecca,2,PERSON
english.ms mading,1,
africa,2,LOC
african-australian,1,NORP
board overseas,1,
mr monoah,2,PERSON
african,1,NORP
australian,2,NORP
children rights,1,
sudanese,6,NORP
mr monoah.corporal,1,
mr monoah,2,PERSON
sudanese,6,NORP
manage teenagers,1,
australia,3,GPE
monoah,1,
spurious complaints,1,
child protection authorities,1,
child protection,2,
sudanese,6,NORP
child protection system,1,
young people,3,
untrue claims,1,
[ discipline ],1,
child protection,2,
ms mading,2,WORK_OF_ART
victorian,1,NORP
child,1,
protection principles,1,
case — culture,1,
risk factor,1,
sudan,1,GPE
commonwealth,3,ORG
childcare scam,1,
rosa riak,1,PERSON
australian,1,NORP
training.she,1,
false payments,1,
day care providers,1,
melbourne,2,GPE
west.the county court,1,
riak,3,PERSON
kuol deng,1,PERSON
achai deng,1,PERSON
good behaviour bond.judge,1,
michael mcinerney,1,PERSON
fraudulent actions,1,
fatal flaws,1,
clear gaps,1,
commonwealth,3,ORG
childcare system,1,
such gaps,1,
mcinerney,4,PERSON
family company,2,
deng,2,PERSON
own homes,1,
family fraudulent scheme,1,
commonwealth,3,ORG
grandparent child care benefit,1,
fake claims,1,
family company,2,
"$ 159,300.but judge",1,
mcinerney,4,PERSON
minimum amounts,1,
rover,1,
mcinerney,4,PERSON
riak,3,PERSON
african-australian,1,NORP
youth crime.african-australian community leaders,1,
melbourne,2,GPE
unfair media attention,1,
african,1,NORP
your,1,
recent times,1,
mcinerney,4,PERSON
riak,3,PERSON
deng,2,PERSON
sport relentless,1,
major sports organisation extols,1,
indigenous,1,ORG
women rights,1,
lavish government,1,
sponsorship.you cringe,1,
young footballer,1,
giant screen,1,
lgbti,1,ORG
male player,1,
significant difference,1,
instantly,1,
sport ability,1,
entire communities,1,
big stadium,1,
vast audience,1,
local basketball court,1,
friends play.the,1,
heartening sight,1,
australian-african,6,NORP
commission flats,1,
australian-african,6,NORP
abc,1,ORG
australian,2,NORP
chagai,2,
sudanese,1,NORP
australian,2,NORP
savannah,1,
pride basketball club,1,
sydney,1,GPE
chagai,2,
fight nights,1,
vibrant club,1,
— albeit,1,
community leaders,1,
different sports,1,
similar stories,1,
australian-african,6,NORP
chance.similar tales,1,
melbourne,2,GPE
australian-african,6,NORP
club lifeblood,1,
immigrant communities,1,
society.the assumption,1,
professional sports,1,
african-australian,2,NORP
competitive market,1,
role models,1,
nba,1,ORG
thon maker,1,PERSON
sydney swans,1,
aliir aliir,1,PERSON
potent force,1,
such stars,1,
community sport,1,
common goal.kids,1,
smashing,1,
firm friendships.yet,1,
australian-african,6,NORP
sensational stories,1,
african,2,NORP
melbourne,2,GPE
political overtones,1,
battle lines,1,
significant danger,1,
public safety,1,
victorian,1,NORP
state opposition,1,
order agenda.australian-african leaders,1,
problem youth crime,1,
bipartisan approach,1,
rogue element,1,
entire community,1,
peter dutton,1,PERSON
melburnians,1,NORP
african,2,NORP
australian-african,6,NORP
untold damage,1,
exemplary kids,1,
will,1,
harbour misgivings,1,
african-australian,2,NORP
such prejudice,1,
strong communities,1,
modern times,1,
sports pages,1,
performance,1,
off-field behaviour,1,
drop-in cricket pitches,1,
local basketball club embrace,1,
new section,1,
commercial-free power,1,
cheap points,1,
wild brawl,1,
st kilda,2,PERSON
melbourne,2,PERSON
inner south-east,1,
victoria,2,GPE
public order response,2,
team,2,
young people,3,
popular beach,1,
jacka boulevard,1,FAC
saturday.acting superintendent mark langhorn,1,
large group,2,
young people,3,
african-australian,1,NORP
group ],1,
large group,2,
upon,1,
capsicum spray,2,
19-year-old man,1,
acland,1,
minor injuries,1,
medical treatment,1,
superintendent langhorn,1,ORG
st kilda,2,PERSON
saving,1,
male friends,1,
young people,3,
african-australian,1,NORP
main victim,1,
unconscious whilst,1,
swollen lip,1,
alfred,1,
[ hospital ],1,
melbourne,2,PERSON
eastern suburbs.meanwhile,1,
riotous behaviour,1,
alcohol offences,1,
rye,3,PERSON
victoria,2,GPE
mornington peninsula.police,1,
rye,3,PERSON
police officers,1,
capsicum spray,2,
drunken behaviour,2,
rye,3,PERSON
night.upon arrival,1,
weapons search,1,
weapons search.police,1,
end-of-school celebrations,1,
drunken behaviour,2,
public order response,2,
team,2,
mounted branch,1,PERSON
dog,1,
australia,6,GPE
mauritius,1,PERSON
islander,1,PERSON
malaysian,1,NORP
tahlea aualiitia,1,PERSON
abc hobart.ms,1,
nigerian australian,2,NORP
nigerian,1,NORP
caucasian,1,NORP
small rural town,1,
yea,1,PERSON
melbourne,2,PERSON
african,1,NORP
african-australian,1,NORP
experience racism,1,
melbourne,2,PERSON
racial issues,1,
hobart,1,PERSON
ms,6,
online project,1,
pin,4,PERSON
pin,4,PERSON
nkechi anele,1,PERSON
nigerian australian,2,NORP
australia,6,GPE
bi-cultural —,1,
australian,2,NORP
australia,6,GPE
pin,4,PERSON
may,1,DATE
various bi-racial,1,
australian,2,NORP
ms,6,
different experience,1,
lot darker [,1,
ms,6,
intense conversation,1,
different experiences,1,
ms,6,
tough time,1,
beauty standards,1,
mainstream media,1,
media,1,
big conversation,1,
way media affects people,1,
remi,1,ORG
young rapper,1,
australia,6,GPE
faustina agolley,1,PERSON
ms,6,
ms,6,
australia,6,GPE
different influences,1,
australia,6,GPE
pin,4,PERSON
website launches,1,
pin facebook,1,
prime,4,
malcolm turnbull,1,PERSON
violent crime,1,
victoria,2,GPE
sudanese,5,NORP
melbourne.but,1,
federal politicians,2,
racial discrimination.earlier,1,
peter dutton,1,PERSON
melbourne,11,GPE
gang violence,1,
people [,1,
melbourne,11,GPE
night time,1,
home invasions,1,
mr dutton,2,PERSON
sydney,1,GPE
january.the,1,
social media,1,
african community members,1,
mr dutton,2,PERSON
racial hatred.victoria ,1,
opportunity,1,
kristen hilton,1,PERSON
racially-divisive statements,1,
african-australian,1,NORP
cent increase,1,
racial discrimination,1,
financial year,1,
year …,1,
african,1,NORP
gang crisis,1,
melbourne,11,GPE
infrastructure announcement,1,
matthew guy,1,PERSON
mr turnbull,4,PERSON
federal politicians,2,
zero tolerance,1,
australia,1,GPE
successful multiculturalism society,1,
sudanese,5,NORP
melbourne,11,GPE
street crime,1,
melbourne,11,GPE
real concern,1,
sudanese,5,NORP
melbourne,11,GPE
real anxiety,1,
melbourne,11,GPE
melbourne,11,GPE
mr turnbull,4,PERSON
victorian,2,NORP
fair dinkum,1,
victorian,2,NORP
daniel andrews,1,PERSON
mr turnbull,4,PERSON
comments,1,
prime,4,
mr andrews,1,WORK_OF_ART
mr turnbull,4,PERSON
mr guy,1,PERSON
november,1,
ethnicity,1,
criminal justice system work,1,
gangs,1,
sudanese,5,NORP
ukranian,1,NORP
n't matter,1,
federal frontbencher,1,
christopher pyne,1,PERSON
media conference,1,
tasmania,1,
melbourne,11,GPE
asked.the reporter,1,
prime,4,
minister comments,2,
oh,2,
gangs …,1,
oh,2,
pyne,1,
melbourne,11,GPE
victorians,2,NORP
federal parliament,1,ORG
victorians,2,NORP
order issues,1,
melbourne,11,GPE
graham ashton,1,PERSON
victoria,2,GPE
chief commissioner,1,
abc victoria,1,
statewide,1,
real reduction,1,
mr ashton,1,PERSON
prime,4,
minister comments,2,
sudanese-based,1,
community devoid,1,
good people,1,
sudanese,5,NORP
publicity ...,1,
real terms,1,
louise whelan,1,PERSON
property valuer,1,
own dreams,1,
different peoples,1,
australia,2,GPE
acclaimed.this month,1,
customs,1,
circular quay,1,
documentary photography,1,
ms whelan,14,PERSON
african-australian,1,NORP
art critic,1,
robert mcfarlane,1,PERSON
affectionate portrayal,1,
cultural identity,1,
australian,5,NORP
whelan,1,PERSON
australian,5,NORP
own form,1,
australian,5,NORP
visual interaction,1,
vibrant energy,1,
african,2,NORP
colour palettes,1,
australian,5,NORP
landscape commands attention,1,
ms whelan,14,PERSON
growing,1,
pennant,1,
ms whelan,14,PERSON
ms whelan,14,PERSON
african,2,NORP
rwandan,1,GPE
bahati salima,1,
australia,2,GPE
ms whelan,14,PERSON
ms whelan,14,PERSON
ca n't comprehend,1,
reference point,1,
ms whelan,14,PERSON
extraordinary line,1,
refugee community,1,
gum trees,1,
fibro cottages,1,
sydney,1,GPE
traditional dress,1,
australian,5,NORP
ms whelan,14,PERSON
australian,1,NORP
generations past,1,
doonside ms whelan,1,
sapeurs,1,
congo,2,GPE
different suits,1,
ms whelan,14,PERSON
bold colour,1,
harmony day event,1,
cabramatta,1,
high school,1,
ms whelan,14,PERSON
african children,1,
refugee kids,1,
burundi,1,GPE
congo,2,GPE
sudan,1,GPE
ms whelan,14,PERSON
work,1,
ms whelan,14,PERSON
ms whelan,14,PERSON
photography,1,
robert macfarlane,1,PERSON
ms whelan,14,PERSON
oral history,1,
state library,1,
nsw,1,ORG
march,1,DATE
genevieve clay-smith,1,
inclusive style,1,
tropfest film,1,
short film,2,
be,1,
brother.the,1,
down syndrome,1,PERSON
social stigmas,1,
clay-smith,1,
charity,1,
bus stop films,1,PERSON
fulfil roles,1,
crew members.this work,1,
ms clay-smith,6,PERSON
wales,1,
australian,4,NORP
national honour,1,
real passion,1,
ms clay-smith,6,PERSON
abc sydney.people,1,
bus stop,1,PERSON
inclusive environment,1,
professional short film,1,
first-hand experience,1,
professional film,1,
ms clay-smith,6,PERSON
am emmanuel,1,
short film,2,
australian,4,NORP
mainly,1,
disability community,1,
refugee community,1,
stop,1,
important stories,1,
people opportunities,1,
ms clay-smith,6,PERSON
australian,4,NORP
year nomination,1,
tropfest,1,
ms clay-smith,6,PERSON
westpac,1,
influence awards,1,
ms clay-smith,6,PERSON
newcastle,1,GPE
hunter,1,
performing,1,
broadmeadow,1,GPE
sydney,1,GPE
screen,1,
australian film,1,
television,1,
school.bus stop films,1,
heartbreak,1,PERSON
week.the project,1,
experimental film,1,
visual metaphor,1,
human experiences,1,
australian,4,NORP
year award recipients,1,
canberra,1,GPE
january,1,DATE
melbourne,3,PERSON
victoria,1,GPE
short-stay apartment,1,
cbd,1,ORG
chol,1,PERSON
pakenham,1,ORG
melbourne,3,PERSON
outer south-east,1,
serious injuries,1,
eq tower,1,FAC
a'beckett street.emergency,1,
ms chol,3,PERSON
homicide squad,1,
tuesday.no,1,
ms chol,3,PERSON
late teens,1,
early twenties.earlier,1,
ms chol,3,PERSON
melbourne,3,PERSON
african-australian,1,NORP
police officer,3,
melbourne,2,GPE
boxing,1,
highpoint,1,
centre,1,
city west.the teenager,1,
nine-month probationary period,1,
decision.crown prosecutor,1,
jeremy mcwilliams,1,PERSON
youth detention centre,1,
.defence lawyer,1,
leonard hartnett,1,PERSON
short sentence,1,
— insight,1,
mr hartnett,2,PERSON
political firestorm,1,
sudanese,2,NORP
prime,1,
malcolm turnbull,1,PERSON
community anxiety,1,
sudanese,2,NORP
melbourne,2,GPE
immigration minister,1,
peter dutton,1,PERSON
january.during,1,
june,1,DATE
police officer,3,
poster boy,1,
political debate,1,
african-australian,1,NORP
melbournejustice michael o'connell,1,ORG
teen actions,1,
cctv,1,ORG
mature premeditation,1,
mr hartnett,2,PERSON
client reaction,1,
police officer,3,
o'connell,1,PERSON
african,5,NORP
four-hour rampage,1,
melbourne,3,GPE
western suburbs overnight.victoria,1,
commander russell barrett,1,
young people,4,
apparent care,1,
fellow citizens,1,
young men,1,
crime spree,1,
17-year-old boy,1,
taylors,1,
baseball bat,1,
things.the boy,1,
glass door,1,
hillside,1,GPE
59-year-old woman,1,
front room,1,
commander barrett,3,
16-year-old boy,1,
cairnlea.in,1,
final incident,1,
delahey,1,PERSON
police said.an hour,1,
incidents.the car,1,
short time,1,
power pole,1,
foot.no arrests,1,
minor injuries —,1,
commander barrett,3,
horrendous offences,1,
crimes,1,
young members,1,
african,5,NORP
melbourne,3,GPE
national attention,1,
federal cabinet minister,1,
greg hunt,1,PERSON
african,5,NORP
gang crime,1,
barrett,2,PERSON
night ,1,
recent events,1,
serious incident,1,
range types,1,
others —,1,
african-australian,1,NORP
melbourne,3,GPE
young people,4,
rogue criminal elements,1,
street gangs.commander,1,
barrett,2,PERSON
night crimes,1,
african,5,NORP
places pressure,1,
african,5,NORP
fortunate,1,
african community leaders,1,
young people,4,
recent days,2,DATE
victoria,2,GPE
commander barrett,3,
issue crimes,1,
anti-gang squad,1,
victoria,2,GPE
recent days,2,DATE
young people,4,
street gang behaviours,2,
street gang behaviours,2,
ca n't,1,
innocence —,1,
guilty verdict,1,
khalid baker,1,PERSON
lm,27,ORG
real name,1,
used.the childhood friends,1,
emotional reunion,1,
albert snowball,2,PERSON
warehouse party,1,
melbourne,1,GPE
days later.baker,1,
18-year-old champion boxer,1,
lm,27,ORG
hip hop musician,1,
guilty.the outcome,1,
october,1,DATE
lm,27,ORG
mr snowball,6,ORG
was,1,
lm,27,ORG
khalid,8,ORG
lm,27,ORG
baker,15,PERSON
ethiopian australian,1,
ali.there,1,
diverse crowd,1,
lm,27,ORG
lm,27,ORG
performance,1,
ali,5,PERSON
african-australian,1,NORP
different versions,1,
lm,27,ORG
self-defence.in stark contrast,1,
ali,5,PERSON
khalid,8,ORG
prosecution case,1,
ali,5,PERSON
khalid,8,ORG
lesser extent,1,
lm,27,ORG
bottles.the prosecution,1,
extravagant violence,1,
mr snowball,6,ORG
ali,5,PERSON
snowball,1,PERSON
lm,27,ORG
mr snowball,6,ORG
young men,1,
scene.the day,1,
lm,27,ORG
interview.this interview,1,
lm,27,ORG
mr snowball.four,1,
white witnesses,3,
baker,15,PERSON
african descent,1,
lm.lm,1,PERSON
baker,15,PERSON
white witnesses,3,
white person,1,
ca n't,3,
white witnesses,3,
baker,15,PERSON
black witnesses,2,
black witnesses,2,
lm,27,ORG
lm,27,ORG
baker,15,PERSON
lm,27,ORG
serious harm,1,
mr snowball.the,1,
lm,27,ORG
baker,15,PERSON
own defence,1,
lm,27,ORG
defence barrister,2,
african,3,NORP
african,3,NORP
lm,27,ORG
khalid,8,ORG
else.lm barrister,1,
previous police statement,1,
african,3,NORP
ali,5,PERSON
lm,27,ORG
khalid,8,ORG
